melhor resultado;pior resultado;tempo
0.08513479364620125 ; 0.12297138622708204;0.96764703
0.07776782316498121 ; 0.12964575113259968;1.961575151
0.07472442166041482 ; 0.12898466071013281;0.885245882
0.08291057462919937 ; 0.12477082704732467;0.992948843
0.08541369304483126 ; 0.12918553907547725;0.975389477
0.07255977199564789 ; 0.12440573872157934;1.067105832
0.07991867221182325 ; 0.12202983009263768;0.872213408
0.07211980306206378 ; 0.12759956640585024;0.87516271
0.06294467440815588 ; 0.12239474972099096;0.911535425
0.06992072887616274 ; 0.11768067961025075;0.995057127
0.06970496237418011 ; 0.11931453891310184;0.879921441
0.07682922375915169 ; 0.12376200763248768;0.95321326
0.06076376828880825 ; 0.12316002719909669;0.894245329
0.0745480186103471 ; 0.12746384804855104;1.214582412
0.08155067428771545 ; 0.12969747992847402;0.979291491
0.07852150393170199 ; 0.1253340252506785;0.878467015
0.08282826176904834 ; 0.12579383997446314;0.938747492
0.0731339156558306 ; 0.12434404502326224;0.967884906
0.0709315623060025 ; 0.12033137722048082;0.880940564
0.08445562588872058 ; 0.12854186195065864;0.95159039
0.08204154088469728 ; 0.12313967080005739;0.971393881
0.07419052219409217 ; 0.1312418341552135;0.879877971
0.08426960717626386 ; 0.12799248275092623;0.993364825
0.07831973724319852 ; 0.12310644109206592;1.027987277
0.06815062749339873 ; 0.12443557792896698;0.866634789
0.07108233143986098 ; 0.12271238127275907;0.937675841
0.08512708395576674 ; 0.1295176280937369;0.995074635
0.05496425275550543 ; 0.11809602868945213;0.873476445
0.08216937505868849 ; 0.12396668608279171;0.932689498
0.09003548208575118 ; 0.12877613435408009;0.960391807
